Rk,Player,Tm,Age,Pos,G,GS,Rec,Yds,Y/R,TD,Lng,Y/Tgt,R/G,Y/G,Fmb,Player-additional
1,Dwight Clark*+,SFO,25,WR,9,8,60,913,15.2,5,51,,6.7,101.4,1,ClarDw00
2,Kellen Winslow*+,SDG,25,TE,9,9,54,721,13.4,6,40,,6,80.1,1,WinsKe00
3,James Wilder,TAM,24,FB,9,9,53,466,8.8,1,32,,5.9,51.8,5,WildJa00
4,Wes Chandler*+,SDG,26,WR,8,8,49,1032,21.1,9,66,,6.1,129,0,ChanWe00
5,Cris Collinsworth*,CIN,23,WR,9,9,49,700,14.3,1,50,,5.4,77.8,1,CollCr00
6,Ozzie Newsome,CLE,26,TE,9,9,49,633,12.9,3,54,,5.4,70.3,0,NewsOz00
7,Dan Ross*,CIN,25,TE,9,9,47,508,10.8,3,28,,5.2,56.4,1,RossDa00
8,William Andrews*,ATL,27,FB,9,9,42,503,12,2,86,,4.7,55.9,1,AndrWi00
9,Todd Christensen,RAI,26,TE,9,9,42,510,12.1,4,50,,4.7,56.7,3,ChriTo00
10,Henry Marshall,KAN,28,WR,9,9,40,549,13.7,3,44,,4.4,61,0,MarsHe00
11,Wesley Walker*,NYJ,27,WR,9,9,39,620,15.9,6,56,,4.3,68.9,0,WalkWe00
12,Marcus Allen*+,RAI,22,RB,9,9,38,401,10.6,3,51,,4.2,44.6,5,AlleMa00
13,Wendell Tyler,RAM,27,RB,9,9,38,375,9.9,4,40,,4.2,41.7,10,TyleWe00
14,Jeff Moore,SFO,26,RB,9,4,37,405,10.9,4,55,,4.1,45,4,MoorJe01
15,Rick Parros,DEN,24,FB,9,9,37,259,7,2,24,,4.1,28.8,3,ParrRi00
16,Dave Casper,HOU,30,TE,9,9,36,573,15.9,6,38,,4,63.7,1,CaspDa00
17,Charlie Joiner,SDG,35,WR,9,9,36,545,15.1,0,43,,4,60.6,1,JoinCh00
18,Matt Suhey,CHI,24,FB,9,8,36,333,9.3,0,45,,4,37,2,SuheMa00
19,Pat Tilley,STL,29,WR,9,8,36,465,12.9,2,34,,4,51.7,0,TillPa00
20,Steve Watson,DEN,25,WR,9,9,36,555,15.4,2,41,,4,61.7,1,WatsSt00
21,Harold Carmichael,PHI,33,WR,9,8,35,540,15.4,4,46,,3.9,60,3,CarmHa00
22,Tony Hill,DAL,26,WR,9,8,35,526,15,1,47,,3.9,58.4,0,HillTo00
23,James Lofton*,GNB,26,WR,9,9,35,696,19.9,4,80,,3.9,77.3,0,LoftJa00
24,Art Monk,WAS,25,WR,9,9,35,447,12.8,1,43,,3.9,49.7,3,MonkAr00
25,Steve Largent,SEA,28,WR,8,8,34,493,14.5,3,45,,4.3,61.6,0,LargSt00
26,Billy Sims*,DET,27,RB,9,8,34,342,10.1,0,52,,3.8,38,7,SimsBi00
27,Ron Smith,PHI,26,WR,9,9,34,475,14,1,41,,3.8,52.8,1,SmitRo02
28,Charles White,CLE,24,RB,9,9,34,283,8.3,0,36,,3.8,31.4,2,WhitCh00
29,Charlie Brown*,WAS,24,WR,9,9,32,690,21.6,8,78,,3.6,76.7,1,BrowCh00
30,Roy Green,STL,25,WR,9,9,32,453,14.2,3,42,,3.6,50.3,1,GreeRo01
31,Walter Payton,CHI,29,RB,9,9,32,311,9.7,0,40,,3.6,34.6,3,PaytWa00
32,Ted Brown,MIN,25,FB,8,8,31,207,6.7,2,29,,3.9,25.9,0,BrowTe00
33,Mike Guman,RAM,24,FB,9,9,31,310,10,0,46,,3.4,34.4,3,GumaMi00
34,Franco Harris,PIT,32,FB,9,9,31,249,8,0,20,,3.4,27.7,1,HarrFr00
35,Pete Johnson,CIN,28,FB,9,9,31,267,8.6,0,25,,3.4,29.7,1,JohnPe00
36,Cliff Branch,RAI,34,WR,9,9,30,575,19.2,4,51,,3.3,63.9,0,BranCl00
37,Doug Cosbie,DAL,26,TE,9,9,30,441,14.7,4,45,,3.3,49,0,CosbDo00
38,Jeff Groth,NOR,25,WR,9,9,30,383,12.8,1,39,,3.3,42.6,1,GrotJe00
39,Emery Moorehead,CHI,28,TE,9,9,30,363,12.1,5,50,,3.3,40.3,0,MoorEm00
40,Joe Senser,MIN,26,TE,9,9,29,261,9,1,22,,3.2,29,0,SensJo00
41,Sammy White,MIN,28,WR,7,6,29,503,17.3,5,65,,4.1,71.9,0,WhitSa00
42,Ricky Feacher,CLE,28,WR,9,9,28,408,14.6,3,46,,3.1,45.3,0,FeacRi00
43,Jimmie Giles*,TAM,28,TE,9,9,28,499,17.8,3,48,,3.1,55.4,2,GileJi00
44,Kevin House,TAM,25,WR,9,9,28,438,15.6,2,62,,3.1,48.7,1,HousKe00
45,Frank Lewis,BUF,35,WR,8,8,28,443,15.8,2,39,,3.5,55.4,0,LewiFr00
46,Stanley Morgan,NWE,27,WR,9,9,28,584,20.9,3,75,,3.1,64.9,0,MorgSt00
47,Carlos Carson,KAN,24,WR,9,7,27,494,18.3,2,51,,3,54.9,1,CarsCa00
48,John Jefferson*,GNB,26,WR,8,8,27,452,16.7,0,50,,3.4,56.5,0,JeffJo00
49,Tom Mullady,NYG,25,TE,9,9,27,287,10.6,0,32,,3,31.9,1,MullTo00
50,John Stallworth*,PIT,30,WR,9,9,27,441,16.3,7,74,,3,49,2,StalJo00
51,Don Warren,WAS,26,TE,9,9,27,310,11.5,0,29,,3,34.4,0,WarrDo00
52,Harold Bailey,HOU,25,WR,9,9,26,367,14.1,0,27,,2.9,40.8,0,BailHa00
53,Jerry Butler,BUF,25,WR,7,7,26,336,12.9,4,47,,3.7,48,0,ButlJe00
54,Alfred Jackson,ATL,27,WR,9,9,26,361,13.9,1,40,,2.9,40.1,0,JackAl00
55,Drew Pearson,DAL,31,WR,9,8,26,382,14.7,3,48,,2.9,42.4,0,PearDr00
56,Johnny Perkins,NYG,29,WR,8,7,26,430,16.5,2,35,,3.3,53.8,2,PerkJo00
57,John Spagnola,PHI,25,TE,9,9,26,313,12,2,57,,2.9,34.8,0,SpagJo00
58,Rick Upchurch*+,DEN,30,WR,9,8,26,407,15.7,3,51,,2.9,45.2,4,UpchRi00
59,Gerald Willhite,DEN,23,RB,9,2,26,227,8.7,0,27,,2.9,25.2,5,WillGe00
60,Mark Brammer,BUF,24,TE,9,9,25,225,9,2,22,,2.8,25,0,BramMa00
61,Preston Dennard,RAM,27,WR,9,9,25,383,15.3,2,39,,2.8,42.6,0,DennPr00
62,Earnest Gray,NYG,25,WR,9,9,25,426,17,4,47,,2.8,47.3,0,GrayEa00
63,Chuck Muncie*,SDG,29,RB,9,9,25,207,8.3,1,39,,2.8,23,4,MuncCh00
64,Wayne Wilson,NOR,25,FB,8,7,25,175,7,2,34,,3.1,21.9,4,WilsWa02
65,Mike Augustyniak,NYJ,26,FB,9,7,24,189,7.9,0,15,,2.7,21,2,AuguMi00
66,Tony Dorsett*,DAL,28,RB,9,9,24,179,7.5,0,18,,2.7,19.9,6,DorsTo00
67,Alfred Jenkins,ATL,30,WR,9,9,24,347,14.5,1,43,,2.7,38.6,0,JenkAl00
68,Tommy Vigorito,MIA,23,RB,9,1,24,186,7.8,0,26,,2.7,20.7,2,VigoTo00
69,Malcolm Barnwell,RAI,24,WR,9,9,23,387,16.8,0,52,,2.6,43,0,BarnMa01
70,Paul Coffman*,GNB,26,TE,9,9,23,287,12.5,2,42,,2.6,31.9,0,CoffPa00
71,Donnie Craft,HOU,23,RB,9,2,23,230,10,1,49,,2.6,25.6,0,CrafDo00
72,Isaac Curtis,CIN,32,WR,9,9,23,320,13.9,1,45,,2.6,35.6,1,CurtIs00
73,Russ Francis,SFO,29,TE,9,4,23,278,12.1,2,26,,2.6,30.9,2,FranRu00
74,Dave Logan,CLE,28,WR,9,9,23,346,15,2,56,,2.6,38.4,0,LogaDa00
75,Ahmad Rashad,MIN,33,WR,7,6,23,233,10.1,0,21,,3.3,33.3,0,RashAh00
76,Gerald Riggs,ATL,22,RB,9,0,23,185,8,0,15,,2.6,20.6,1,RiggGe00
77,Butch Woolfolk,NYG,22,RB,9,8,23,224,9.7,2,40,,2.6,24.9,5,WoolBu00
78,Matt Bouza,BAL,23,WR,9,9,22,287,13,2,34,,2.4,31.9,1,BouzMa00
79,Dan Doornink,SEA,26,FB,8,5,22,176,8,0,44,,2.8,22,2,DoorDa00
80,Archie Griffin,CIN,28,RB,9,0,22,172,7.8,0,22,,2.4,19.1,0,GrifAr00
81,Duriel Harris,MIA,28,WR,9,8,22,331,15,1,45,,2.4,36.8,0,HarrDu00
82,David Hill,DET,28,TE,9,8,22,252,11.5,4,27,,2.4,28,0,HillDa01
83,Mike Pruitt,CLE,28,FB,9,9,22,140,6.4,0,13,,2.4,15.6,4,PruiMi00
84,Charle Young,SFO,31,TE,9,9,22,189,8.6,0,30,,2.4,21,1,YounCh00
85,Bennie Cunningham,PIT,28,TE,9,9,21,277,13.2,2,31,,2.3,30.8,0,CunnBe00
86,Curtis Dickey,BAL,26,RB,8,6,21,228,10.9,0,34,,2.6,28.5,3,DickCu00
87,Mike Renfro,HOU,27,WR,9,4,21,295,14,3,54,,2.3,32.8,0,RenfMi00
88,Tim Sherwin,BAL,24,TE,9,8,21,280,13.3,0,33,,2.3,31.1,0,SherTi00
89,Zachary Dixon,BAL,26,RB,9,3,20,185,9.3,0,24,,2.2,20.6,2,DixoZa00
90,Junior Miller,ATL,25,TE,9,9,20,221,11.1,1,39,,2.2,24.6,1,MillJu00
91,Wilbert Montgomery,PHI,28,RB,8,8,20,258,12.9,2,42,,2.5,32.3,3,MontWi00
92,Jerome Barkum,NYJ,32,TE,9,9,19,182,9.6,1,29,,2.1,20.2,0,BarkJe00
93,Tony Collins,NWE,23,RB,9,9,19,187,9.8,2,33,,2.1,20.8,5,CollTo01
94,Earl Cooper,SFO,25,FB,9,5,19,153,8.1,1,20,,2.1,17,1,CoopEa00
95,Sherman Smith,SEA,28,RB,9,8,19,196,10.3,0,39,,2.1,21.8,1,SmitSh00
96,Freddie Solomon,SFO,29,WR,9,7,19,323,17,3,46,,2.1,35.9,2,SoloFr01
97,Joe Washington,WAS,29,RB,7,1,19,134,7.1,1,17,,2.7,19.1,2,WashJo00
98,Mike Barber,RAM,29,TE,9,9,18,166,9.2,1,21,,2,18.4,0,BarbMi01
99,Earl Campbell,HOU,27,RB,9,9,18,130,7.2,0,46,,2,14.4,2,CampEa00
100,Al Dixon,KAN,28,TE,8,6,18,251,13.9,2,37,,2.3,31.4,0,DixoAl00
101,Gerry Ellis,GNB,25,FB,9,8,18,140,7.8,0,20,,2,15.6,6,ElliGe00
102,Lam Jones,NYJ,24,WR,8,6,18,294,16.3,2,51,,2.3,36.8,0,JoneLa00
103,John Mistler,NYG,24,WR,9,1,18,191,10.6,2,24,,2,21.2,0,MistJo00
104,Lynn Swann,PIT,30,WR,9,8,18,265,14.7,0,60,,2,29.4,0,SwanLy00
105,Ray Butler,BAL,26,WR,9,9,17,268,15.8,2,53,,1.9,29.8,0,ButlRa00
106,Jimmy Cefalo,MIA,26,WR,9,9,17,356,20.9,1,46,,1.9,39.6,1,CefaJi00
107,George Farmer,RAM,24,WR,8,0,17,344,20.2,2,42,,2.1,43,0,FarmGe00
108,Tony Galbreath,MIN,28,RB,8,3,17,153,9,0,32,,2.1,19.1,1,GalbTo00
109,Lindsay Scott,NOR,22,WR,8,7,17,251,14.8,0,36,,2.1,31.4,0,ScotLi00
110,Jim Smith,PIT,27,WR,8,0,17,387,22.8,4,51,,2.1,48.4,1,SmitJi01
111,Ron Springs,DAL,26,FB,9,9,17,163,9.6,2,34,,1.9,18.1,3,SpriRo00
112,Leonard Thompson,DET,30,WR,9,6,17,328,19.3,4,70,,1.9,36.4,0,ThomLe01
113,Hoby Brenner,NOR,23,TE,8,8,16,171,10.7,0,25,,2,21.4,1,BrenHo00
114,Dexter Bussey,DET,30,FB,9,6,16,138,8.6,0,21,,1.8,15.3,2,BussDe00
115,Eddie Lee Ivery,GNB,25,RB,9,9,16,186,11.6,1,62,,1.8,20.7,2,IverEd00
116,Steve Kreider,CIN,24,WR,9,0,16,230,14.4,1,28,,1.8,25.6,0,KreiSt00
117,Freeman McNeil*+,NYJ,23,RB,9,9,16,187,11.7,1,32,,1.8,20.8,7,McNeFr00
118,Tony Nathan,MIA,26,RB,8,7,16,114,7.1,0,16,,2,14.3,2,NathTo00
119,Joe Rose,MIA,25,TE,9,0,16,182,11.4,2,44,,1.8,20.2,0,RoseJo00
120,Theo Bell,TAM,29,WR,9,0,15,203,13.5,0,25,,1.7,22.6,0,BellTh00
121,Roger Carr,SEA,30,WR,9,0,15,265,17.7,2,50,,1.7,29.4,0,CarrRo00
122,Don Hasselbeck,NWE,27,TE,9,5,15,158,10.5,1,41,,1.7,17.6,0,HassDo00
123,Paul Johns,SEA,24,WR,9,9,15,234,15.6,1,35,,1.7,26,2,JohnPa01
124,Randy McMillan,BAL,24,FB,9,9,15,90,6,0,17,,1.7,10,1,McMiRa00
125,Pete Metzelaars,SEA,22,TE,9,2,15,152,10.1,0,26,,1.7,16.9,2,MetzPe00
126,Willie Miller,RAM,35,WR,9,9,15,346,23.1,1,85,,1.7,38.4,0,MillWi00
127,Charles Alexander,CIN,25,RB,9,9,14,85,6.1,1,14,,1.6,9.4,1,AlexCh00
128,Ottis Anderson,STL,25,RB,8,8,14,106,7.6,0,19,,1.8,13.3,2,AndeOt00
129,Billy Campfield,PHI,26,RB,6,0,14,141,10.1,1,24,,2.3,23.5,1,CampBi00
130,Floyd Eddings,NYG,24,WR,4,1,14,275,19.6,0,47,,3.5,68.8,0,EddiFl00
131,James Hadnot,KAN,25,RB,9,2,14,96,6.9,0,28,,1.6,10.7,1,HadnJa00
132,Bruce Harper,NYJ,27,RB,9,0,14,177,12.6,1,39,,1.6,19.7,1,HarpBr00
133,Floyd Hodge,ATL,23,WR,9,0,14,160,11.4,0,23,,1.6,17.8,0,HodgFl00
134,Gordon Jones,TAM,25,WR,9,7,14,205,14.6,1,26,,1.6,22.8,1,JoneGo00
135,Terry LeCount,MIN,26,WR,9,3,14,179,12.8,1,28,,1.6,19.9,0,LeCoTe00
136,Ken Margerum,CHI,24,WR,9,9,14,207,14.8,3,28,,1.6,23,1,MargKe00
137,Dave Preston,DEN,27,RB,8,5,14,134,9.6,0,20,,1.8,16.8,3,PresDa00
138,James Brooks,SDG,24,RB,9,0,13,66,5.1,0,12,,1.4,7.3,4,BrooJa00
139,Lynn Cain,ATL,27,RB,9,9,13,101,7.8,1,17,,1.4,11.2,2,CainLy00
140,Joe Cribbs,BUF,24,RB,7,6,13,99,7.6,0,31,,1.9,14.1,5,CribJo00
141,Lin Dawson,NWE,23,TE,8,4,13,160,12.3,1,26,,1.6,20,0,DawsLi00
142,Perry Harrington,PHI,24,FB,9,8,13,74,5.7,0,18,,1.4,8.2,2,HarrPe00
143,Roosevelt Leaks,BUF,29,FB,9,9,13,91,7,0,11,,1.4,10.1,2,LeakRo00
144,Bill Ring,SFO,26,RB,8,3,13,94,7.2,0,15,,1.6,11.8,1,RingBi00
145,Freddie Scott,DET,30,WR,9,7,13,231,17.8,1,36,,1.4,25.7,1,ScotFr01
146,Adger Armstrong,HOU,25,RB,6,3,12,75,6.3,0,14,,2,12.5,0,ArmsAd00
147,Brian Baschnagel,CHI,28,WR,9,9,12,194,16.2,2,39,,1.3,21.6,0,BascBr00
148,Theotis Brown,SEA,25,RB,9,0,12,95,7.9,0,18,,1.3,10.6,3,BrowTh00
149,Scott Dierking,NYJ,27,RB,9,0,12,80,6.7,1,13,,1.3,8.9,2,DierSc00
150,Kenny Duckett,NOR,23,WR,7,0,12,196,16.3,2,31,,1.7,28,0,DuckKe00
151,Bruce Hardy,MIA,26,TE,9,6,12,66,5.5,2,19,,1.3,7.3,0,HardBr00
152,Greg Hawthorne,PIT,26,WR,9,1,12,182,15.2,3,46,,1.3,20.2,0,HawtGr00
153,Butch Johnson,DAL,28,WR,9,1,12,269,22.4,3,49,,1.3,29.9,0,JohnBu00
154,Sam McCullum,MIN,30,WR,6,2,12,131,10.9,0,21,,2,21.8,1,McCuSa00
155,Lou Piccone,BUF,33,WR,8,2,12,140,11.7,0,29,,1.5,17.5,0,PiccLo00
156,Eric Sievers,SDG,25,TE,9,2,12,173,14.4,1,26,,1.3,19.2,0,SievEr00
157,Rick Walker,WAS,27,TE,9,7,12,92,7.7,1,25,,1.3,10.2,0,WalkRi00
